Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
AXR,AMREP Corporation,4.64,$37.4M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr,
AME,AMTEK Inc.,54.1,$13.1B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,
AFSI^A,AmTrust Financial Services Inc.,23.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a,
AFSI^B,AmTrust Financial Services Inc.,24.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b,
AFSI^C,AmTrust Financial Services Inc.,25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c,
AFSI^D,AmTrust Financial Services Inc.,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d,
AFSS,AmTrust Financial Services Inc.,25.11,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss,
AFST,AmTrust Financial Services Inc.,25.61,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst,
AEUA,Anadarko Petroleum Corporation,42,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua,
APC,Anadarko Petroleum Corporation,73.39,$37.28B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,
AU,AngloGold Ashanti Limited,9.34,$3.78B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au,
BUD,Anheuser-Busch Inbev SA,115.1,$185.11B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud,
AXE,Anixter International Inc.,61.12,$2.02B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,
NLY,Annaly Capital Management Inc,10.14,$9.61B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,
NLY^A,Annaly Capital Management Inc,25.302,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^a,
NLY^C,Annaly Capital Management Inc,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c,
NLY^D,Annaly Capital Management Inc,24.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d,
AM,Antero Midstream Partners LP,25.28,$3.84B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am,
AR,Antero Resources Corporation,24.12,$6.68B,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar,
ANTM,Anthem Inc.,147.05,$38.47B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,
ANTX,Anthem Inc.,48.8,$12.77B,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx,
ANH,Anworth Mortgage Asset  Corporation,4.93,$506.05M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh,
ANH^A,Anworth Mortgage Asset  Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a,
ANH^B,Anworth Mortgage Asset  Corporation,23.151,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b,
ANH^C,Anworth Mortgage Asset  Corporation,24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c,
AON,Aon plc,91.62,$25.66B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,
APA,Apache Corporation,46.52,$17.58B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,
AIV,Apartment Investment and Management Company,39.58,$6.19B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv,
AIV^A,Apartment Investment and Management Company,26.7799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a,
AIV^Z,Apartment Investment and Management Company,25.494,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^z,
ARI,Apollo Commercial Real Estate Finance,16.53,$965.83M,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari,
ARI^A,Apollo Commercial Real Estate Finance,25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^a,
APO,Apollo Global Management LLC,18.57,$7.34B,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo,
AIB,Apollo Investment Corporation,25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aib,
AIY,Apollo Investment Corporation,25.37,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aiy,
AMTG,Apollo Residential Mortgage Inc.,13.29,$426.62M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amtg,
AMTG^A,Apollo Residential Mortgage Inc.,23.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amtg^a,
AFT,Apollo Senior Floating Rate Fund Inc.,15.49,$241.23M,2011,n/a,n/a,http://www.nasdaq.com/symbol/aft,
AIF,Apollo Tactical Income Fund Inc.,14.8,$214.07M,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif,
APLE,Apple Hospitality REIT Inc.,18.98,$3.33B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple,
AIT,Applied Industrial Technologies Inc.,40.13,$1.59B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait,
ATR,AptarGroup Inc.,69.84,$4.39B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr,
WTR,Aqua America Inc.,28.17,$4.98B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr,
ARMK,Aramark,31.15,$7.46B,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk,
ABR,Arbor Realty Trust,6.38,$325.14M,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr,
ABR^A,Arbor Realty Trust,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a,
